sentence,English Translation,Sentence Type,POS Tags,Phrase Structure,Annotated Trees,Unnamed: 6,Unnamed: 7,Unnamed: 8,Notes
Mo rí i pé ó ní àánú,I saw that he had mercy,Complex,PRON VERB PRON COMP PRON VERB NOUN,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V rí i pé) (IP (NP-SBJ (PRO Ó)) (VP (V ní) (VP (V àánú)))))))),,,,Embed
W??n j?un nílé,They ate at home,Simple,PRON VERB NOUN,S ? NP VP,(IP (NP-SBJ (PRO W??n)) (VP (V j?un) (PP nílé)))),,,14,—
"Bí o bá gbàgb??, o ní ìyè","If you believe, you will have life",Complex,"CONJ PRON AUX VERB , PRON AUX VERB NOUN","S ? CP , S",(CP (C Bí) (IP (NP-SBJ (PRO o)) (VP (V bá) (VP (V gbàgb??) (NP (PRO o)) (VP (V ní) (NP (N ìyè)))))))),,,,"Embed, Comp"
? ?e ìyanu,Perform a miracle,Imperative,VERB NOUN,S ? VP,(IP (VP (V ?) (VP (V ?e) (NP (N ìyanu)))))),,,,—
Mo rántí ??r?? náà,I remembered the word,Simple,PRON VERB NOUN DET,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V rántí) (NP (N ??r?? náà))))),,,,—
?é ??yin á l? l??la,Will you go tomorrow,Interrogative,Q PRON AUX VERB ADV,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO ??yin)) (VP (V á) (VP (V l?) (ADVP l??la))))))),,,,Ques
?m? náà k?rin,The child sang,Simple,NOUN DET VERB,S ? NP VP,(IP (NP-SBJ (N ?m? náà)) (VP (V k?rin)))),,,,—
Mo gbà pé òót?? ? b?,I believe that truth exists,Complex,PRON VERB COMP NOUN AUX VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gbà pé) (IP (NP-SBJ (PRO òót??)) (VP (V ? b?))))))),,,,Embed
? kó gbogbo nkan j?,Gather everything,Imperative,VERB DET NOUN ADV,S ? VP,(IP (VP (V ?) (VP (V kó) (NP (N gbogbo nkan)))))),,,,—
Ó ní owó púp??,He has a lot of money,Simple,PRON VERB NOUN ADJ,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V ní) (NP (N owó púp??))))),,,,—
?é o ti ?e i??? náà,Have you done the work,Interrogative,Q PRON AUX VERB NOUN DET,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V ti) (VP (V ?e) (NP (N i??? náà))))))),,,,Ques
Mo rò pé ìj?ba ? ?i???,I think the government is working,Complex,PRON VERB COMP NOUN AUX VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V rò pé) (IP (NP-SBJ (PRO ìj?ba)) (VP (V ?) (VP (V ?i???)))))))),,,,Embed
? ka ìwé náà,Read the book,Imperative,VERB NOUN DET,S ? VP,(IP (VP (V ?) (VP (V ka) (NP (N ìwé) (DET náà)))))),,,,—
?l??run ? dáàbò bo wa,God protects us,Simple,NOUN AUX VERB PREP PRON,S ? NP VP,(IP (NP-SBJ (N ?l??run)) (VP (V ?) (VP (V dáàbò) (VP (V bo) (NP (PRO wa))))))),,,,—
?é àw?n ?m? náà wà níb??,Are the children there,Interrogative,Q DET NOUN DET AUX ADV,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO Àw?n ?m? náà)) (VP (V wà) (PP níb??)))))),,,,Ques
Mo m?? pé w??n ní ire,I know they have blessings,Complex,PRON VERB COMP PRON AUX NOUN,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V m?? pé) (IP (NP-SBJ (PRO W??n)) (VP (V ní) (NP (N ire)))))))),,,,Embed
? mú un w?lé,Bring it inside,Imperative,VERB PRON ADV,S ? VP,(IP (VP (V ?) (VP (V mú) (NP (PRO un) (VP (V w?lé))))))),,,,—
Olú àti Ade padà,The Olú and Ade returned,Compound,NOUN CONJ NOUN VERB,S ? NP VP,(IP (NP-SBJ (NP (N Olú) (CC àti) (N Ade))) (VP (V padà)))),,,,—
Mo gb?? pé w??n ? rìn,I heard that they were walking,Complex,PRON VERB COMP PRON AUX VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gb?? pé) (IP (NP-SBJ (PRO W??n)) (VP (V ?) (VP (V rìn)))))))),,,,Embed
?é o f?? sùn,Do you want to sleep,Interrogative,Q PRON VERB VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V f??) (VP (V sùn))))))),,,,Ques
? j??w?? dá wa lóhùn,Please answer us,Imperative,VERB PRON PRON,S ? VP,(IP (VP (V ?) (VP (V j??w??) (VP (V dá) (NP (PRO wa) (VP (V lóhùn)))))))),,,,—
?m? náà ? k??k????,The child is learning,Simple,NOUN DET AUX VERB,S ? NP VP,(IP (NP-SBJ (N ?m? náà)) (VP (V ?) (VP (V k??k????))))),,,,—
Mo m?? pé ??r?? náà dájú,I know the word is sure,Complex,PRON VERB COMP NOUN DET AUX ADJ,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V m?? pé) (IP (NP-SBJ (PRO ??r?? náà)) (VP (V dájú))))))),,,,Embed
?é ìw? ló k??wé,Was it you that wrote,Interrogative,Q PRON FOC VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO Ìw?)) (VP (V ló) (VP (V k??wé))))))),,,,Ques
? j?? kí a yìn ?l??run,Let us praise God,Imperative,VERB COMP PRON VERB NOUN,S ? VP,(IP (VP (V ?) (VP (V j?? kí) (VP (V a) (VP (V yìn) (NP (N ?l??run)))))))),,,,—
Mo gbà pé ?l??run ? gb??,I believe that God hears,Complex,PRON VERB COMP NOUN AUX VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gbà pé) (IP (NP-SBJ (PRO ?l??run)) (VP (V ?) (VP (V gb??)))))))),,,,Embed
Ó ti dé ní ??sán,He arrived in the afternoon,Simple,PRON AUX VERB PREP NOUN,S ? NP VP PP,(IP (VP (V Ó) (VP (V ti) (PP ní ??sán))))),,,,—
?é w??n ? ka ìwé náà,Are they reading the book,Interrogative,Q PRON AUX VERB NOUN DET,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ?) (VP (V ka) (NP (N ìwé) (DET náà)))))))),,,,Ques
? gbé orin k??,Sing a song,Imperative,VERB NOUN VERB,S ? VP,(IP (VP (V ?) (VP (V gbé) (NP (N orin)) (VP (V k??)))))),,,,—
Mo rò pé w??n máa dé ní kánkán,I think they will surely arrive,Complex,PRON VERB COMP PRON AUX VERB ADV,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V rò pé) (IP (NP-SBJ (PRO W??n)) (VP (V máa) (VP (V dé) (ADVP ní kánkán)))))))),,,,Embed
f? ?nu,wash mouth,simple,VERB NOUN,S? VP NP,(VP (V f?) (NP (N ?nu))),,,,—
Mo j?un l????kan síi,I ate again,Simple,PRON VERB ADV,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V j?un) (ADVP l????kan síi)))),,,,—
Ó f?? rìn lójú-??nà,He wants to walk on the road,Simple,PRON VERB VERB PREP NOUN,S ? NP VP PP,(IP (NP-SBJ (PRO Ó)) (VP (V f??) (VP (V rìn) (PP lójú-??nà))))),,,,—
?é w??n ti dé,Have they arrived,Interrogative,Q PRON AUX VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ti) (VP (V dé)))))),,,,Ques
? dá àlàyé fún wa,Give us an explanation,Imperative,VERB NOUN PREP PRON,S ? VP,(IP (VP (V ?) (VP (V dá) (NP (N àlàyé)) (PP fún (NP (PRO wa))))))),,,,—
Mo gb?? orin náà,I heard the song,Simple,PRON VERB NOUN DET,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V gb??) (NP (N orin) (DET náà))))),,,,—
?l??run dá ??run àti ayé,God created heaven and earth,Simple,NOUN VERB NOUN CONJ NOUN,S ? NP VP,(IP (NP-SBJ (N ?l??run)) (VP (V dá) (NP (N ??run) (CC àti) (N ayé))))),,,,—
?é ìwc f?? j?un,Do you want to eat,Interrogative,Q PRON VERB VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO ìw?)) (VP (V f??) (VP (V j?un)))))),,,,Ques
? j?? kí a dúpé,Let us give thanks,Imperative,VERB COMP PRON VERB,S ? VP,(IP (VP (V ?) (VP (V j?? kí) (VP (V a) (VP (V dúpé))))))),,,,—
Mo m?? pé ìj? náà p??,I know that the church is many,Complex,PRON VERB COMP NOUN DET VERB ADJ,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V m?? pé) (IP (NP-SBJ (PRO ìj?)) (VP (V náà) (VP (V p??)))))))),,,,Embed
Ó l? sí ilé-??fíìsì,He went to the office,Simple,PRON VERB PREP NOUN,S ? NP VP PP,(IP (NP-SBJ (PRO Ó)) (VP (V l?) (PP sí (NP (N ilé-??fíìsì)))))),,,,—
Mo kà ìwé náà,I read the book,Simple,PRON VERB NOUN DET,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V kà) (NP (N ìwé) (DET náà))))),,,,—
?é o gbàdúrà,Did you pray,Interrogative,Q PRON VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V gbàdúrà))))),,,,Ques
? s? òtít??,Speak the truth,Imperative,VERB NOUN,S ? VP,(IP (VP (V ?) (VP (V s?) (NP (N òtít??)))))),,,,—
W??n k?? orin,Them sang a song,Simple,PRON VERB NOUN,S ? NP VP,(IP (NP-SBJ (PRO W??n)) (VP (V k??) (NP (N orin))))),,,,—
?m? náà ? sun,The child is sleeping,Simple,NOUN DET AUX VERB,S ? NP VP,(IP (NP-SBJ (N ?m? náà)) (VP (V ?) (VP (V sun))))),,,,—
Mo rántí ?j?? náà,I remembered the day,Simple,PRON VERB NOUN DET,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V rántí) (NP (N ?j??) (DET náà))))),,,,—
?é w??n f?? ìrìn-àjò,Do they want a journey,Interrogative,Q PRON VERB NOUN,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V f??) (VP (V ìrìn-àjò)))))),,,,Ques
? mú ìwé náà,Bring the book,Imperative,VERB NOUN DET,S ? VP,(IP (VP (V ?) (VP (V mú) (NP (N ìwé) (DET náà)))))),,,,—
Ó s? òwe kan,He told a proverb,Simple,PRON VERB NOUN NUM,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V s?) (NP (N òwe) (DET kan))))),,,,—
Mo gb?? pé ó ? rìn,I heard that he is walking,Complex,PRON VERB COMP PRON AUX VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gb?? pé) (IP (NP-SBJ (PRO Ó)) (VP (V ?) (VP (V rìn)))))))),,,,Embed
?é ìw? ? k?rin,Are you singing,Interrogative,Q PRON AUX VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO Ìw?)) (VP (V ?) (VP (V k?rin))))))),,,,Ques
? ?í il??kùn náà,Open the door,Imperative,VERB NOUN DET,S ? VP,(IP (VP (V ?) (VP (V ?í) (NP (N il??kùn) (DET náà)))))),,,,—
?l??run ? gbà á,God saves him,Simple,NOUN AUX VERB PRON,S ? NP VP,(IP (NP-SBJ (N ?l??run)) (VP (V ?) (VP (V gbà) (NP (PRO á)))))),,,,—
Mo f?? kí w??n gb??,I want them to hear,Complex,PRON VERB COMP PRON VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V f??) (CP (C kí) (IP (NP-SBJ (PRO W??n)) (VP (V gb??)))))))),,,,Embed
?é w??n ? ?i??? níb??,Are they working there,Interrogative,Q PRON AUX VERB ADV,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ?) (VP (V ?i???) (PP níb??))))))),,,,Ques
? dá a síl??,Leave it,Imperative,VERB PRON ADV,S ? VP,(IP (VP (V ?) (VP (V dá) (NP (PRO a) (VP (V síl??))))))),,,,—
Mo rò pé ìbá?ep?? dára,I think that relationship is good,Complex,PRON VERB COMP NOUN VERB ADJ,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V rò pé) (IP (NP-SBJ (PRO ìbá?ep??)) (VP (V dára))))))),,,,Embed
Ó j?? òtít??,It is the truth,Simple,PRON COP NOUN,S ? NP VP,(IP (ADJP (A Ó j?? òtít??)))),,,,—
?é ??yin ló m??,Was it you that knew,Interrogative,Q PRON FOC VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO ??yin)) (VP (V ló) (VP (V m??))))))),,,,Ques
? gba ìwé náà,Take the book,Imperative,VERB NOUN DET,S ? VP,(IP (VP (V ?) (VP (V gba) (NP (N ìwé) (DET náà)))))),,,,—
Mo gbà pé ?l??run ? t?? wa,I believe God is guiding us,Complex,PRON VERB COMP NOUN AUX VERB PRON,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gbà pé) (IP (NP-SBJ (PRO ?l??run)) (VP (V ?) (VP (V t?? wa)))))))),,,,Embed
Ó fi ??mí r?? rúb?,He offered his spirit,Simple,PRON VERB NOUN PRON VERB,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V fi) (NP (N ??mí) (PRP r??)) (VP (V rúb?))))),,,,—
?é w??n ? l? sí ?jà,Are they going to the market,Interrogative,Q PRON AUX VERB PREP NOUN,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ?) (VP (V l?) (PP sí ?jà))))))),,,,Ques
? f?? a?? náà,Wash the cloth,Imperative,VERB NOUN DET,S ? VP,(IP (VP (V ?) (VP (V f??) (NP (N a??) (DET náà)))))),,,,—
Mo m?? pé ògo ? b?,I know that glory exists,Complex,PRON VERB COMP NOUN AUX VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V m?? pé) (IP (NP-SBJ (PRO ògo)) (VP (V ? b?))))))),,,,Embed
Ó ní ìf?? púp??,He has much love,Simple,PRON VERB NOUN ADJ,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V ní) (NP (N ìf??) (ADJP púp??)))))),,,,—
?é ìw? f?? l? sílé,Do you want to go home,Interrogative,Q PRON VERB VERB NOUN,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO Ìw?)) (VP (V f??) (VP (V l?) (PP sílé))))))),,,,Ques
? y? ay?? sil??,Rejoice,Imperative,VERB NOUN ADV,S ? VP,(IP (VP (V ?) (VP (V y?) (NP (N ay??) (DET sil??)))))),,,,—
Mo gb?? pé ó ?ì wà ní ilé,I heard he was still at home,Complex,PRON VERB COMP PRON AUX VERB PREP NOUN,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gb?? pé) (IP (NP-SBJ (PRO Ó)) (VP (V ?ì) (VP (V wà) (PP ní ilé)))))))),,,,Embed
?m? náà k?? ??k??,The child studied,Simple,NOUN DET VERB NOUN,S ? NP VP,(IP (NP-SBJ (N ?m? náà)) (VP (V k??) (NP (N ??k??))))),,,,—
?é w??n ti gba w?lé,Have they entered,Interrogative,Q PRON AUX VERB ADV,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ti) (VP (V gba w?lé))))))),,,,Ques
? k??rin jùl?,Sing more,Imperative,VERB VERB ADV,S ? VP,(IP (VP (V ?) (VP (V k??rin) (ADVP jùl?))))),,,,—
Mo m?? pé Olú dé,I know that Olú arrived,Complex,PRON VERB COMP NOUN VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V m?? pé) (IP (NP-SBJ (PRO Olú)) (VP (V dé))))))),,,,Embed
Ó dá wa lójú,He assured us,Simple,PRON VERB PRON NOUN,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V dá) (NP (PRO wa) (PP lójú))))),,,,—
?é o lè dáhùn,Can you answer,Interrogative,Q PRON AUX VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V lè) (VP (V dáhùn))))))),,,,Ques
? kó ohun gbogbo j?,Gather everything,Imperative,VERB NOUN DET ADV,S ? VP,(IP (VP (V ?) (VP (V kó) (NP (N ohun gbogbo) (VP (V j?))))))),,,,—
Mo gbà pé ìj? náà ? gbàdúrà,I believe the church is praying,Complex,PRON VERB COMP NOUN DET AUX VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gbà pé) (IP (NP-SBJ (PRO ìj?)) (VP (V ?) (VP (V gbàdúrà)))))))),,,,Embed
Ó rìn l????tò,He walked truly,Simple,PRON VERB ADV,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V rìn) (ADVP l????tò)))),,,,—
?é w??n f?? ?e é,Do they want to do it,Interrogative,Q PRON VERB VERB PRON,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V f??) (VP (V ?e) (NP (PRO é))))))),,,,Ques
? s??r?? dájú,Speak surely,Imperative,VERB ADV,S ? VP,(IP (VP (V ?) (VP (V s??r??) (ADJP dájú))))),,,,—
Mo m?? pé ?l??run ? dáàbò bo mi,I know God protects me,Complex,PRON VERB COMP NOUN AUX VERB PREP PRON,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V m?? pé) (IP (NP-SBJ (PRO ?l??run)) (VP (V ?) (VP (V dáàbò bo) (NP (PRO mi))))))))),,,,Embed
Súré dìde ,Quickly stand up ,Imperative ,ADV VERB ,S— ADVP VP,(VP (V Súré) (VP (V dìde)))),,,,SVC
Mo f?? kí o ?àlàyé,I want you to explain,Complex,PRON VERB COMP PRON VERB,S ? NP VP CP,(IP (NP-SBJ (PRO Mo)) (VP (V f??) (CP (C kí) (IP (NP-SBJ (PRO o)) (VP (V ?àlàyé))))))),,,,Embed
Ó ti l? sílé,He has gone home,Simple,PRON AUX VERB NOUN,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V ti) (VP (V l?) (PP sílé))))),,,,—
?é w??n ti dé,Have they arrived,Interrogative,Q PRON AUX VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ti) (VP (V dé))))))),,,,Ques
? mú omi fún mi,Bring me water,Imperative,VERB NOUN PREP PRON,S ? VP,(IP (VP (V ?) (VP (V mú) (NP (N omi)) (PP fún (NP (PRO mi))))))),,,,—
Mo rí i ní ?jà,I saw him at the market,Simple,PRON VERB PRON PREP NOUN,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V rí) (PP ní (NP (N ?jà)))))),,,,—
?m? náà ? k?rin,The child is singing,Simple,NOUN DET AUX VERB,S ? NP VP,(IP (NP-SBJ (N ?m? náà)) (VP (V ?) (VP (V k?rin))))),,,,—
?é o ní àná lórí,Do you have a headache,Interrogative,Q PRON VERB NOUN PREP NOUN,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V ní) (NP (N àná) (PP lórí))))))),,,,Ques
? dáhùn ìbéèrè náà,Answer the question,Imperative,VERB NOUN DET,S ? VP,(IP (VP (V ?) (VP (V dáhùn) (NP (N ìbéèrè) (DET náà)))))),,,,—
Mo m?? pé Olú wà níb??,I know that Olú is there,Complex,PRON VERB COMP NOUN VERB ADV,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V m?? pé) (IP (NP-SBJ (PRO Olú)) (VP (V wà) (PP níb??))))))),,,,Embed
Ó f?? l??j?? Satide,He wants it on Saturday,Simple,PRON VERB NOUN NOUN,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V f??) (PP l??j?? Satide)))),,,,—
?é w??n ? ?i??? níb??,Are they working there,Interrogative,Q PRON AUX VERB ADV,S ? Q NP VP,(IP (CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ?) (VP (V ?i???) (PP níb??))))))),,,,Ques
? fi ìwé náà fún mi,Give me the book,Imperative,VERB NOUN DET PREP PRON,S ? VP,(IP (VP (V ?) (VP (V fi) (NP (N ìwé) (DET náà)) (PP fún (NP (PRO mi))))))),,,,—
Mo kà á ní al??,I read it at night,Simple,PRON VERB PRON PREP NOUN,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V kà) (NP (N á) (PP ní al??))))),,,,—
?l??run dá ayé síl??,God created the world,Simple,NOUN VERB NOUN ADV,S ? NP VP,(IP (NP-SBJ (N ?l??run)) (VP (V dá) (NP (N ayé)) (VP (V síl??))))),,,,—
?é ìw? f?? j?un,Do you want to eat,Interrogative,Q PRON VERB VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO Ìw?)) (VP (V f??) (VP (V j?un))))))),,,,Ques
? j?? kí a yìn,Give us praise,Imperative,VERB COMP PRON VERB,S ? VP,(IP (VP (V ?) (VP (V j?? kí) (VP (V a) (VP (V yìn))))))),,,,—
Mo gb?? pé ó ? k?rin,I heard that he is singing,Complex,PRON VERB COMP PRON AUX VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gb?? pé) (IP (NP-SBJ (PRO Ó)) (VP (V ?) (VP (V k?rin)))))))),,,,Embed
Ó s? ìtàn kan,He told a story,Simple,PRON VERB NOUN NUM,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V s?) (NP (N ìtàn) (DET kan))))),,,,—
?é w?n f?? bá wa l?,Do they want to go with us,Interrogative,Q PRON VERB VERB PRON VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V f??) (VP (V bá) (NP (PRO wa)) (VP (V l?))))))),,,,Ques
? k?? ìwé náà,Write the book,Imperative,VERB NOUN DET,S ? VP,(IP (VP (V ?) (VP (V k??) (NP (N ìwé) (DET náà)))))),,,,—
Mo rántí ?j?? y?n,I remembered that day,Simple,PRON VERB NOUN DET,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V rántí) (NP (N ?j??) (DET y?n))))),,,,—
Ó dá wa lójú,He assured us,Simple,PRON VERB PRON NOUN,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V dá) (NP (PRO wa) (PP lójú))))),,,,—
?é o lè dáhùn,Can you answer,Interrogative,Q PRON AUX VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V lè) (VP (V dáhùn))))))),,,,Ques
? ?í il??kùn náà,Open the door,Imperative,VERB NOUN DET,S ? VP,(IP (VP (V ?) (VP (V ?í) (NP (N il??kùn) (DET náà)))))),,,,—
Mo ní ìf?? púp??,I have much love,Simple,PRON VERB NOUN ADJ,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V ní) (NP (N ìf??) (ADJP púp??))))),,,,—
Ó j?? òtít??,It is true,Simple,PRON COP NOUN,S ? NP VP,(IP (ADJP (A Ó j?? òtít??)))),,,,—
?é ??yin ló m??,Was it you that knew,Interrogative,Q PRON FOC VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO ??yin)) (VP (V ló) (VP (V m??))))))),,,,Ques
? gba àlàyé,Take the explanation,Imperative,VERB NOUN,S ? VP,(IP (VP (V ?) (VP (V gba) (NP (N àlàyé)))))),,,,—
Mo gbà pé ?l??run ? t?? wa,I believe God is guiding us,Complex,PRON VERB COMP NOUN AUX VERB PRON,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gbà pé) (IP (NP-SBJ (PRO ?l??run)) (VP (V ?) (VP (V t?? wa)))))))),,,,Embed
Ó rìn l????tò,He walked truly,Simple,PRON VERB ADV,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V rìn) (ADVP l????tò)))),,,,—
?é o f?? l? sí ?jà,Do you want to go to the market,Interrogative,Q PRON VERB VERB PREP NOUN,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V f??) (VP (V l?) (PP sí ?jà))))))),,,,Ques
? s??r?? dájú,Speak surely,Imperative,VERB ADV,S ? VP,(IP (VP (V ?) (VP (V s??r??) (ADJP dájú))))),,,,—
Mo m?? pé ó wà ní ilé,I know that he is at home,Complex,PRON VERB COMP PRON VERB PREP NOUN,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V m?? pé) (IP (NP-SBJ (PRO Ó)) (VP (V wà) (PP ní ilé))))))),,,,Embed
Ó kó àw?n ?m? w??lé,He brought the children inside,Simple,PRON VERB DET NOUN ADV,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V kó) (NP (N àw?n ?m?) (VP (V w??lé)))))),,,,—
?é w??n ? k?? orin,Are they singing a song,Interrogative,Q PRON AUX VERB NOUN,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ?) (VP (V k??) (NP (N orin))))))),,,,Ques
? gbàdúrà fún un,Pray for him,Imperative,VERB PREP PRON,S ? VP,(IP (VP (V ?) (VP (V gbàdúrà) (PP fún (NP (PRO un))))))),,,,—
Mo kà ìwé náà lál??,I read the book at night,Simple,PRON VERB NOUN DET NOUN,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V kà) (NP (N ìwé) (PP lál??))))),,,,—
?m? náà ? sun,The child is sleeping,Simple,NOUN DET AUX VERB,S ? NP VP,(IP (NP-SBJ (N ?m? náà)) (VP (V ?) (VP (V sun))))),,,,—
?é o gb?? ìròyìn náà,Did you hear the news,Interrogative,Q PRON VERB NOUN DET,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V gb??) (NP (N ìròyìn) (DET náà))))))),,,,Ques
? rìn p??lú wa,Walk with us,Imperative,VERB PREP PRON,S ? VP,(IP (VP (V ?) (VP (V rìn) (PP p??lú (NP (PRO wa))))))),,,,—
Mo gb?? pé w??n dé,I heard that they arrived,Complex,PRON VERB COMP PRON VERB,S ? NP VP CP,(IP (IP (NP-SBJ (PRO Mo)) (VP (V gb?? pé) (IP (NP-SBJ (PRO W??n)) (VP (V dé))))))),,,,Embed
Ó fi a?? bo ara r??,He covered himself with cloth,Simple,PRON VERB NOUN VERB NOUN PRON,S ? NP VP,(IP (NP-SBJ (PRO Ó)) (VP (V fi) (NP (N a??)) (VP (V bo) (NP (PRO ara r??)))))),,,,—
?é o f?? bá mi l?,Do you want to go with me,Interrogative,Q PRON VERB VERB PRON VERB,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO o)) (VP (V f??) (VP (V bá) (NP (PRO mi)) (VP (V l?))))))),,,,Ques
? j?un dáadáa,Eat well,Imperative,VERB ADV,S ? VP,(IP (VP (V ?) (VP (V j?un) (ADJP dáadáa))))),,,,—
Mo rí i lórí t?lifí???n,I saw him on television,Simple,PRON VERB PRON PREP NOUN,S ? NP VP,(IP (NP-SBJ (PRO Mo)) (VP (V rí) (PP lórí (NP (N t?lifí???n)))))),,,,—
?l??run gbà á,God delivered him,Simple,NOUN VERB PRON,S ? NP VP,(IP (NP-SBJ (N ?l??run)) (VP (V gbà) (NP (PRO á))))),,,,—
?é w??n ? gb?? orin náà,Are they hearing the song,Interrogative,Q PRON AUX VERB NOUN DET,S ? Q NP VP,(CP (C ?é) (IP (NP-SBJ (PRO W??n)) (VP (V ?) (VP (V gb??) (NP (N orin) (DET náà))))))),,,,Ques
? y? ay?? sil??,Rejoice,Imperative,VERB NOUN ADV,S ? VP,(IP (VP (V ?) (VP (V y?) (NP (N ay??) (DET sil??)))))),,,,—
